order_id,order_timestamp,distance_in_meters,duration_in_seconds,tender_id,tender_timestamp,driver_id,driver_reg_date,driver_rating,carmodel,carname,platform,pickup_in_meters,pickup_in_seconds,user_id,price_start_local,price_bid_local,is_done,
7841373047,2020-05-01 01:35:02,3393,326,14689355733,2020-05-01 01:35:53,31623443,2019-10-21,5,Гранта,Лада,ios,3204,321,302375835,200,290,cancel,
7841373405,2020-05-01 01:36:25,3057,333,14689360349,2020-05-01 01:50:43,31623443,2019-10-21,5,Гранта,Лада,ios,111,11,116864526,200,250,done,
7841375926,2020-05-01 01:46:58,3008,324,14689359378,2020-05-01 01:47:44,29368889,2019-09-22,5,Logan,Renault,android,3046,259,303404715,200,250,done,
7841378088,2020-05-01 01:56:38,1894,318,14689362187,2020-05-01 01:56:55,8012882,2017-12-23,4.94737,Logan,Renault,ios,486,74,18037706,200,200,cancel,
7841378408,2020-05-01 01:58:17,5760,603,14689362671,2020-05-01 01:58:43,29368889,2019-09-22,5,Logan,Renault,android,2451,237,81615854,250,300,done,
7841379572,2020-05-01 02:03:39,2064,341,14689364543,2020-05-01 02:04:39,31623443,2019-10-21,5,Гранта,Лада,ios,2025,258,41974736,250,250,done,
7841380895,2020-05-01 02:09:50,0,0,14689366055,2020-05-01 02:09:57,29368889,2019-09-22,5,Logan,Renault,android,2206,316,8446750,250,250,done,
7841381469,2020-05-01 02:12:41,4247,608,14689367549,2020-05-01 02:14:54,31623443,2019-10-21,5,Гранта,Лада,ios,1537,205,9200644,220,290,cancel,
7841383603,2020-05-01 02:22:57,7526,966,14689370086,2020-05-01 02:23:04,29368889,2019-09-22,5,Logan,Renault,android,2382,460,302686138,250,300,done,
7841384218,2020-05-01 02:25:49,5995,664,14689373462,2020-05-01 02:33:30,31623443,2019-10-21,5,Гранта,Лада,ios,3884,378,300659896,250,300,done,
7841387131,2020-05-01 02:39:20,5613,633,14689375570,2020-05-01 02:39:46,29368889,2019-09-22,5,Logan,Renault,android,4329,476,152994219,300,300,done,
7841389819,2020-05-01 02:51:22,2054,281,14689379628,2020-05-01 02:51:29,29368889,2019-09-22,5,Logan,Renault,android,877,132,71964407,350,350,done,
7841390552,2020-05-01 02:55:03,7857,831,14689381202,2020-05-01 02:56:38,31623443,2019-10-21,5,Гранта,Лада,ios,2968,292,9143409,300,400,done,
7841393260,2020-05-01 03:09:33,2076,350,14689385187,2020-05-01 03:09:38,29368889,2019-09-22,5,Logan,Renault,android,522,86,8794001,200,200,done,
7841395194,2020-05-01 03:19:17,1806,323,14689391693,2020-05-01 03:28:47,29368889,2019-09-22,5,Logan,Renault,android,2473,359,130780073,160,250,cancel,
7841395338,2020-05-01 03:19:56,3313,377,14689388650,2020-05-01 03:20:03,29368889,2019-09-22,5,Logan,Renault,android,1084,200,53758724,200,250,cancel,
7841397305,2020-05-01 03:29:01,3906,400,14689391898,2020-05-01 03:29:25,29368889,2019-09-22,5,Logan,Renault,android,2343,291,56425296,250,300,done,
7841397606,2020-05-01 03:30:31,7165,915,14689393408,2020-05-01 03:34:02,10748047,2018-06-21,4.99717,Passat CC,Volkswagen,android,6625,679,96847514,250,300,cancel,
7841398530,2020-05-01 03:34:43,7165,915,14689395119,2020-05-01 03:38:47,29368889,2019-09-22,5,Logan,Renault,android,1593,192,96847514,300,300,cancel,
7841400100,2020-05-01 03:41:48,0,0,14689397048,2020-05-01 03:44:08,29368889,2019-09-22,5,Logan,Renault,android,3358,296,107969699,200,300,done,
7841401828,2020-05-01 03:49:03,2432,382,14689400125,2020-05-01 03:52:50,29368889,2019-09-22,5,Logan,Renault,android,1028,147,7715855,300,300,done,
7841402718,2020-05-01 03:52:48,3494,412,14689403071,2020-05-01 04:01:04,29368889,2019-09-22,5,Logan,Renault,android,2477,303,303636645,200,300,cancel,
7841407321,2020-05-01 04:13:46,6351,823,14689411501,2020-05-01 04:25:24,29368889,2019-09-22,5,Logan,Renault,android,933,107,301415103,250,300,done,
7841407811,2020-05-01 04:16:03,6944,789,14689408308,2020-05-01 04:16:08,29368889,2019-09-22,5,Logan,Renault,android,539,138,300722268,300,300,done,
7841414102,2020-05-01 04:42:42,0,0,14689418891,2020-05-01 04:44:53,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,663,134,42823411,370,380,done,
7841415159,2020-05-01 04:47:09,3421,356,14689419877,2020-05-01 04:47:27,29368889,2019-09-22,5,Logan,Renault,android,1696,257,13175405,300,300,done,
7841415877,2020-05-01 04:49:51,4051,360,14689420818,2020-05-01 04:50:04,7983250,2017-12-21,5,Granta,LADA,android,677,80,83729720,200,200,cancel,
7841417305,2020-05-01 04:55:16,1762,308,14689424909,2020-05-01 05:01:03,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,2405,347,110370020,180,200,cancel,
7841417305,2020-05-01 04:55:16,1762,308,14689423843,2020-05-01 04:58:12,29368889,2019-09-22,5,Logan,Renault,android,2925,452,110370020,180,200,cancel,
7841417305,2020-05-01 04:55:16,1762,308,14689425536,2020-05-01 05:02:30,7983250,2017-12-21,5,Granta,LADA,android,1151,124,110370020,180,200,cancel,
7841419155,2020-05-01 05:02:41,8176,1007,14689425788,2020-05-01 05:03:05,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,617,100,15989537,250,300,cancel,
7841419570,2020-05-01 05:04:22,0,0,14689426885,2020-05-01 05:05:47,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,2204,332,68733626,210,270,cancel,
7841419660,2020-05-01 05:04:46,2192,215,14689426512,2020-05-01 05:04:54,29368889,2019-09-22,5,Logan,Renault,android,339,29,303435065,200,250,cancel,
7841420287,2020-05-01 05:07:24,3460,480,14689427523,2020-05-01 05:07:38,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,889,125,8621680,180,180,done,
7841420287,2020-05-01 05:07:24,3460,480,14689427541,2020-05-01 05:07:41,7983250,2017-12-21,5,Granta,LADA,android,567,98,8621680,180,200,cancel,
7841423869,2020-05-01 05:21:23,6895,692,14689433086,2020-05-01 05:21:35,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,3529,350,117259451,350,400,cancel,
7841423869,2020-05-01 05:21:23,6895,692,14689433077,2020-05-01 05:21:33,31892702,2019-10-25,4.93475,Kyron,SsangYong,android,399,45,117259451,350,400,cancel,
7841424131,2020-05-01 05:22:22,0,0,14689433644,2020-05-01 05:22:52,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,2034,316,68733626,260,260,cancel,
7841424686,2020-05-01 05:24:34,5743,610,14689434548,2020-05-01 05:25:01,18838169,2019-03-24,5,Klan,Chevrolet,android,3428,335,303830978,200,200,done,
7841425004,2020-05-01 05:25:45,3710,558,14689434946,2020-05-01 05:25:53,7983250,2017-12-21,5,Granta,LADA,android,791,178,97584533,200,250,done,
7841428188,2020-05-01 05:37:00,5970,608,14689441677,2020-05-01 05:40:36,18838169,2019-03-24,5,Klan,Chevrolet,android,2284,245,300096249,250,250,done,
7841428424,2020-05-01 05:37:51,2468,291,14689440485,2020-05-01 05:37:58,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,39,5,11862509,180,180,cancel,
7841430478,2020-05-01 05:44:49,0,0,14689443528,2020-05-01 05:44:58,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,1973,294,78178662,150,180,cancel,
7841432141,2020-05-01 05:50:37,2243,283,14689446132,2020-05-01 05:50:44,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,1720,216,91486849,200,200,cancel,
7841434695,2020-05-01 05:59:27,2341,338,14689449875,2020-05-01 05:59:30,7777188,2017-12-03,5,Octavia,Skoda,android,646,61,20943722,150,150,done,
7841436459,2020-05-01 06:05:42,4005,327,14689452655,2020-05-01 06:05:48,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,2478,218,99105964,250,250,done,
7841437661,2020-05-01 06:10:16,2693,295,14689454527,2020-05-01 06:10:20,7777188,2017-12-03,5,Octavia,Skoda,android,1460,254,72896642,180,180,done,
7841438497,2020-05-01 06:13:19,1135,184,14689455854,2020-05-01 06:13:23,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,1230,115,302305528,150,150,cancel,
7841438497,2020-05-01 06:13:19,1135,184,14689455844,2020-05-01 06:13:22,30568392,2019-10-08,5,Polo,Volkswagen,android,1600,223,302305528,150,150,done,
7841439418,2020-05-01 06:16:30,3448,480,14689457296,2020-05-01 06:16:39,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,1914,285,302796501,150,200,done,
7841439805,2020-05-01 06:17:52,2216,333,14689457936,2020-05-01 06:18:07,7777188,2017-12-03,5,Octavia,Skoda,android,2400,304,21596119,150,180,done,
7841441207,2020-05-01 06:22:55,6676,630,14689460037,2020-05-01 06:23:00,18838169,2019-03-24,5,Klan,Chevrolet,android,1458,135,303729527,250,250,done,
7841441807,2020-05-01 06:24:56,3421,374,14689460982,2020-05-01 06:25:03,7983250,2017-12-21,5,Granta,LADA,android,308,49,302438706,150,150,cancel,
7841442549,2020-05-01 06:27:22,4,1,14689462800,2020-05-01 06:29:14,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,910,220,66905352,150,200,cancel,
7841442797,2020-05-01 06:28:14,2539,317,14689462361,2020-05-01 06:28:17,30568392,2019-10-08,5,Polo,Volkswagen,android,956,176,165261785,200,200,cancel,
7841443170,2020-05-01 06:29:27,7461,1005,14689463026,2020-05-01 06:29:39,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,1242,308,113886407,250,250,cancel,
7841443271,2020-05-01 06:29:43,1869,286,14689463093,2020-05-01 06:29:46,30568392,2019-10-08,5,Polo,Volkswagen,android,713,138,13698761,150,150,done,
7841443271,2020-05-01 06:29:43,1869,286,14689463138,2020-05-01 06:29:50,7777188,2017-12-03,5,Octavia,Skoda,android,2639,521,13698761,150,150,cancel,
7841444131,2020-05-01 06:32:30,0,0,14689464447,2020-05-01 06:32:36,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,1166,294,303612055,200,200,done,
7841445421,2020-05-01 06:36:54,2440,268,14689466448,2020-05-01 06:36:57,30568392,2019-10-08,5,Polo,Volkswagen,android,306,75,165261785,150,150,cancel,
7841445935,2020-05-01 06:38:33,3640,448,14689467234,2020-05-01 06:38:37,7983250,2017-12-21,5,Granta,LADA,android,210,22,9143669,150,150,done,
7841446142,2020-05-01 06:39:12,3559,407,14689467585,2020-05-01 06:39:17,7777188,2017-12-03,5,Octavia,Skoda,android,963,212,22933500,200,200,cancel,
7841446711,2020-05-01 06:40:59,4707,646,14689468472,2020-05-01 06:41:03,7777188,2017-12-03,5,Octavia,Skoda,android,3906,521,149434660,300,300,cancel,
7841447370,2020-05-01 06:42:59,3101,433,14689469925,2020-05-01 06:43:47,7777188,2017-12-03,5,Octavia,Skoda,android,2219,367,9403029,200,250,done,
7841447431,2020-05-01 06:43:11,0,0,14689469601,2020-05-01 06:43:14,7777188,2017-12-03,5,Octavia,Skoda,android,2047,398,107541003,180,180,cancel,
7841448449,2020-05-01 06:46:27,5599,737,14689471248,2020-05-01 06:46:34,33718568,2019-11-15,5,Corolla,Toyota,android,441,113,186458741,250,250,cancel,
7841448449,2020-05-01 06:46:27,5599,737,14689471479,2020-05-01 06:47:01,7983250,2017-12-21,5,Granta,LADA,android,2903,452,186458741,250,250,cancel,
7841448722,2020-05-01 06:47:17,3094,521,14689471654,2020-05-01 06:47:22,29710272,2019-09-27,4.84071,Bestune T77,FAW,android,769,139,93873233,200,200,cancel,
7841448778,2020-05-01 06:47:27,5599,737,14689471893,2020-05-01 06:47:52,33718568,2019-11-15,5,Corolla,Toyota,android,441,113,186458741,250,250,cancel,
7841448884,2020-05-01 06:47:45,2847,279,14689472187,2020-05-01 06:48:26,7983250,2017-12-21,5,Granta,LADA,android,2269,310,171200208,150,150,done,
7841450428,2020-05-01 06:52:56,4438,523,14689474212,2020-05-01 06:53:02,29710272,2019-09-27,4.84071,Bestune T77,FAW,android,904,241,162694424,200,200,cancel,
7841450674,2020-05-01 06:53:41,2922,450,14689474607,2020-05-01 06:53:52,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,3575,398,168660271,200,200,done,
7841451001,2020-05-01 06:54:47,1657,317,14689475065,2020-05-01 06:54:50,30568392,2019-10-08,5,Polo,Volkswagen,android,881,143,98807828,150,150,cancel,
7841451110,2020-05-01 06:55:13,3942,505,14689475252,2020-05-01 06:55:16,30568392,2019-10-08,5,Polo,Volkswagen,android,1705,297,47468903,150,150,done,
7841451604,2020-05-01 06:56:56,3206,548,14689475995,2020-05-01 06:57:03,29710272,2019-09-27,4.84071,Bestune T77,FAW,android,800,195,75963317,150,150,done,
7841451604,2020-05-01 06:56:56,3206,548,14689475998,2020-05-01 06:57:03,7777188,2017-12-03,5,Octavia,Skoda,android,2009,319,75963317,150,200,cancel,
7841452279,2020-05-01 06:59:16,0,0,14689477003,2020-05-01 06:59:21,33718568,2019-11-15,5,Corolla,Toyota,android,379,43,43002968,150,150,cancel,
7841452279,2020-05-01 06:59:16,0,0,14689477001,2020-05-01 06:59:21,7983250,2017-12-21,5,Granta,LADA,android,1418,202,43002968,150,150,cancel,
7841456201,2020-05-01 07:12:55,4083,479,14689483289,2020-05-01 07:13:01,10420529,2018-06-04,4.99523,Avensis,Toyota,android,966,85,302532173,150,200,cancel,
7841456201,2020-05-01 07:12:55,4083,479,14689483288,2020-05-01 07:13:01,47112304,2020-03-30,4.99099,GFK110 LADA VESTA,LADA,android,136,19,302532173,150,180,done,
7841457002,2020-05-01 07:15:25,8770,990,14689484558,2020-05-01 07:15:33,33718568,2019-11-15,5,Corolla,Toyota,android,719,91,54351953,250,300,cancel,
7841457329,2020-05-01 07:16:26,2304,334,14689485012,2020-05-01 07:16:29,30568392,2019-10-08,5,Polo,Volkswagen,android,41,6,38665361,150,150,done,
7841457329,2020-05-01 07:16:26,2304,334,14689485027,2020-05-01 07:16:30,7777188,2017-12-03,5,Octavia,Skoda,android,754,128,38665361,150,150,cancel,
7841458047,2020-05-01 07:18:49,2447,284,14689486165,2020-05-01 07:18:53,18838169,2019-03-24,5,Klan,Chevrolet,android,978,107,303639951,150,150,cancel,
7841458047,2020-05-01 07:18:49,2447,284,14689486197,2020-05-01 07:18:57,7983250,2017-12-21,5,Granta,LADA,android,2809,278,303639951,150,150,cancel,
7841458123,2020-05-01 07:19:03,7890,889,14689486627,2020-05-01 07:19:44,69782363,2021-01-06,4.99214,Sandero,Renault,android,857,138,70924292,220,250,cancel,
7841458313,2020-05-01 07:19:39,1446,254,14689486680,2020-05-01 07:19:54,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,2447,293,7724546,150,150,cancel,
7841458313,2020-05-01 07:19:39,1446,254,14689486600,2020-05-01 07:19:43,7777188,2017-12-03,5,Octavia,Skoda,android,895,158,7724546,150,150,cancel,
7841458602,2020-05-01 07:20:37,0,0,14689487042,2020-05-01 07:20:42,29710272,2019-09-27,4.84071,Bestune T77,FAW,android,541,268,14072541,180,240,cancel,
7841458641,2020-05-01 07:20:43,1141,147,14689487073,2020-05-01 07:20:46,7777188,2017-12-03,5,Octavia,Skoda,android,1247,205,69044138,150,150,cancel,
7841458681,2020-05-01 07:20:50,3891,558,14689487174,2020-05-01 07:20:57,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,1803,228,59534880,150,150,done,
7841458936,2020-05-01 07:21:37,0,0,14689487735,2020-05-01 07:22:06,49083240,2020-06-03,5,Polo,Volkswagen,android,1129,181,106108072,250,300,done,
7841459033,2020-05-01 07:21:54,5784,616,14689490852,2020-05-01 07:28:05,15437050,2018-12-28,4.97898,Almera,Nissan,android,61341,5402,12772909,180,300,done,
7841459293,2020-05-01 07:22:45,7890,889,14689488132,2020-05-01 07:22:49,69782363,2021-01-06,4.99214,Sandero,Renault,android,831,132,70924292,250,250,done,
7841460088,2020-05-01 07:25:11,4811,542,14689489569,2020-05-01 07:25:38,7777188,2017-12-03,5,Octavia,Skoda,android,4380,401,104774324,200,250,done,
7841460680,2020-05-01 07:26:56,0,0,14689490314,2020-05-01 07:27:03,29710272,2019-09-27,4.84071,Bestune T77,FAW,android,677,218,61009969,170,200,cancel,
7841460772,2020-05-01 07:27:10,4681,560,14689490406,2020-05-01 07:27:14,7844505,2017-12-09,4.99788,Almera,Nissan,android,332,42,36428726,180,180,done,
7841461084,2020-05-01 07:28:08,10358,1104,14689492202,2020-05-01 07:30:42,30434580,2019-10-06,4.97492,SX4,Suzuki,android,2419,265,20332620,280,380,cancel,
7841462050,2020-05-01 07:30:58,2547,344,14689492497,2020-05-01 07:31:14,29710272,2019-09-27,4.84071,Bestune T77,FAW,android,744,136,17130577,200,200,done,
7841462355,2020-05-01 07:31:50,2229,326,14689492832,2020-05-01 07:31:53,30568392,2019-10-08,5,Polo,Volkswagen,android,884,152,300087766,170,200,cancel,
7841462355,2020-05-01 07:31:50,2229,326,14689492835,2020-05-01 07:31:54,7816678,2017-12-07,5,Terrano,Nissan,android,470,90,300087766,170,170,cancel,
7841463758,2020-05-01 07:35:43,0,0,14689495009,2020-05-01 07:35:53,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,887,179,15455983,200,250,cancel,
7841463847,2020-05-01 07:35:58,4802,626,14689495104,2020-05-01 07:36:03,18838169,2019-03-24,5,Klan,Chevrolet,android,944,100,21860385,200,200,cancel,
7841464086,2020-05-01 07:36:37,3682,536,14689495487,2020-05-01 07:36:46,18838169,2019-03-24,5,Klan,Chevrolet,android,2675,276,108304580,200,200,cancel,
7841465470,2020-05-01 07:40:17,1333,252,14689497468,2020-05-01 07:40:25,48990634,2020-06-01,4.95479,Almera Classic,Nissan,android,1276,178,8690150,150,150,cancel,
7841465470,2020-05-01 07:40:17,1333,252,14689497431,2020-05-01 07:40:21,30568392,2019-10-08,5,Polo,Volkswagen,android,804,124,8690150,150,200,cancel,
7841465470,2020-05-01 07:40:17,1333,252,14689497443,2020-05-01 07:40:22,7816678,2017-12-07,5,Terrano,Nissan,android,503,98,8690150,150,150,done,
7841465470,2020-05-01 07:40:17,1333,252,14689497448,2020-05-01 07:40:22,7844505,2017-12-09,4.99788,Almera,Nissan,android,991,143,8690150,150,150,cancel,
7841465746,2020-05-01 07:41:02,2693,480,14689497869,2020-05-01 07:41:06,106001726,2021-12-21,5,Fabia,Skoda,android,377,66,78400897,150,150,cancel,
7841465746,2020-05-01 07:41:02,2693,480,14689497876,2020-05-01 07:41:07,7777188,2017-12-03,5,Octavia,Skoda,android,1476,258,78400897,150,150,cancel,
7841465879,2020-05-01 07:41:19,0,0,14689498029,2020-05-01 07:41:23,106001726,2021-12-21,5,Fabia,Skoda,android,2374,239,29161407,160,160,cancel,
7841465879,2020-05-01 07:41:19,0,0,14689498032,2020-05-01 07:41:23,7777188,2017-12-03,5,Octavia,Skoda,android,797,127,29161407,160,160,done,
7841465956,2020-05-01 07:41:34,0,0,14689498158,2020-05-01 07:41:38,7844505,2017-12-09,4.99788,Almera,Nissan,android,652,99,31010216,300,300,cancel,
7841466597,2020-05-01 07:43:20,3355,408,14689499112,2020-05-01 07:43:24,30568392,2019-10-08,5,Polo,Volkswagen,android,535,88,176177728,150,200,cancel,
7841467180,2020-05-01 07:44:54,1173,177,14689499963,2020-05-01 07:44:58,49083240,2020-06-03,5,Polo,Volkswagen,android,932,140,173295996,100,150,cancel,
7841467180,2020-05-01 07:44:54,1173,177,14689499961,2020-05-01 07:44:57,30568392,2019-10-08,5,Polo,Volkswagen,android,944,143,173295996,100,150,done,
7841467615,2020-05-01 07:46:06,1537,298,14689500623,2020-05-01 07:46:09,106001726,2021-12-21,5,Fabia,Skoda,android,1163,217,26161475,150,150,done,
7841467798,2020-05-01 07:46:40,2227,392,14689500899,2020-05-01 07:46:45,29710272,2019-09-27,4.84071,Bestune T77,FAW,android,1108,137,8827250,150,150,cancel,
7841467798,2020-05-01 07:46:40,2227,392,14689500885,2020-05-01 07:46:43,18821757,2019-03-24,4.95594,Aveo,Chevrolet,android,753,133,8827250,150,150,done,
7841467863,2020-05-01 07:46:48,1654,328,14689500977,2020-05-01 07:46:53,49083240,2020-06-03,5,Polo,Volkswagen,android,1943,309,300299551,250,250,cancel,
7841468253,2020-05-01 07:47:49,1420,211,14689501504,2020-05-01 07:47:57,47898870,2020-04-29,4.96044,Astra,Opel,android,136,28,8802984,150,150,done,
7841468253,2020-05-01 07:47:49,1420,211,14689501480,2020-05-01 07:47:54,29710272,2019-09-27,4.84071,Bestune T77,FAW,android,688,97,8802984,150,150,cancel,
7841469424,2020-05-01 07:51:13,1486,187,14689503356,2020-05-01 07:51:28,7816678,2017-12-07,5,Terrano,Nissan,android,1394,232,10605867,150,150,done,
7841470275,2020-05-01 07:53:39,0,0,14689504603,2020-05-01 07:53:43,47556967,2020-04-16,5,Rio,Kia,android,311,58,29161407,160,160,cancel,
7841470275,2020-05-01 07:53:39,0,0,14689504612,2020-05-01 07:53:44,29710272,2019-09-27,4.84071,Bestune T77,FAW,android,1236,134,29161407,160,160,cancel,
7841470397,2020-05-01 07:54:02,2479,370,14689504803,2020-05-01 07:54:05,49083240,2020-06-03,5,Polo,Volkswagen,android,1136,190,13331454,200,200,done,
7841470397,2020-05-01 07:54:02,2479,370,14689504814,2020-05-01 07:54:06,7855273,2017-12-10,5,Калина,ВАЗ (LADA),android,1110,185,13331454,200,200,cancel,
7841470799,2020-05-01 07:55:20,0,0,14689505449,2020-05-01 07:55:24,47556967,2020-04-16,5,Rio,Kia,android,516,89,144450538,200,200,done,
7841470799,2020-05-01 07:55:20,0,0,14689505445,2020-05-01 07:55:24,29710272,2019-09-27,4.84071,Bestune T77,FAW,android,1324,146,144450538,200,200,cancel,
7841470830,2020-05-01 07:55:26,0,0,14689505551,2020-05-01 07:55:34,68591984,2020-12-26,4.99841,X-Ray,LADA,android,751,92,134059498,140,140,cancel,
